Siruta,Localitate,PersonalMediu_public,PersonalMediu_privat
96192,Ciortesti,0.0,2.0
96254,Ciurea,1.0,4.0
96334,Coarnele Caprei,0.0,2.0
96370,Comarna,0.0,2.0
96423,Costuleni,0.0,2.0
96478,Cotnari,2.0,2.0
96593,Cozmesti,5.0,2.0
96637,Cristesti,1.0,2.0
96664,Cucuteni,0.0,2.0
96717,Dagata,0.0,2.0
96815,Deleni,14.0,3.0
96888,Dobrovat,0.0,2.0
96904,Dolhesti,0.0,1.0
96940,Dumesti,0.0,2.0
97009,Erbiceni,0.0,2.0
97063,Focuri,1.0,2.0
97090,Golaiesti,0.0,2.0
97189,Gorban,0.0,2.0
97241,Grajduri,80.0,2.0
97321,Gropnita,0.0,3.0
97394,Grozesti,0.0,1.0
97438,Halaucesti,2.0,4.0
97465,Helesteni,0.0,2.0
97517,Horlesti,2.0,2.0
97553,Ipatele,0.0,3.0
97606,Lespezi,0.0,3.0
97679,Letcani,0.0,2.0
97722,Lungani,0.0,1.0
97777,Madarjac,0.0,2.0
97811,Mircesti,5.0,4.0
97875,Mironeasa,1.0,2.0
97919,Miroslava,0.0,8.0
98051,Miroslovesti,2.0,4.0
98113,Mogosesti,0.0,3.0
98168,Mogosesti-Siret,0.0,3.0
98202,Mosna,0.0,2.0
98220,Motca,0.0,2.0
98257,Movileni,0.0,3.0
98300,Oteleni,0.0,2.0
98337,Plugari,0.0,2.0
98373,Oras Podu Iloaiei,19.0,15.0
98435,Popesti,0.0,3.0
98505,Popricani,0.0,1.0
98603,Prisacani,0.0,2.0
98649,Probota,0.0,1.0
98685,Raducaneni,21.0,6.0
98738,Romanesti,0.0,3.0
98774,Ruginoasa,0.0,2.0
98827,Schitu Duca,0.0,2.0
98916,Scanteia,0.0,2.0
98998,Scobinti,0.0,1.0
99058,Sinesti,0.0,2.0
99101,Siretel,0.0,2.0
99165,Stolniceni-Prajescu,0.0,2.0
99209,Strunga,0.0,3.0
99290,Scheia,0.0,2.0
99370,Sipote,19.0,2.0
99441,Tansa,1.0,2.0
99478,Tatarusi,2.0,2.0
99539,Todiresti,0.0,2.0
99600,Trifesti,0.0,2.0
99673,Tibana,0.0,2.0
99780,Tibanesti,6.0,2.0
99879,Tiganasi,0.0,2.0
99922,Tutora,0.0,1.0
99968,Valea Seaca,0.0,2.0
100004,Victoria,0.0,2.0
100086,Vanatori,0.0,2.0
100148,Vladeni,5.0,2.0
100219,Voinesti,0.0,2.0
100273,Bals,0.0,2.0
100282,Costesti,0.0,3.0
100308,Draguseni,0.0,2.0
100317,Fantanele,0.0,2.0
100326,Harmanesti,0.0,2.0
100335,Rachiteni,0.0,2.0
100344,Roscani,0.0,1.0
100353,Valea Lupului,0.0,14.0
100362,Ciohorani,0.0,1.0
100521,Municipiul Giurgiu,430.0,183.0
100549,Slobozia,2.0,1.0
100576,Oras Buftea,210.0,29.0
100610,Municipiul Oltenita,185.0,66.0
100638,Mitreni,0.0,6.0
100683,Municipiul Urziceni,76.0,54.0
100709,Ciocarlia,0.0,0.0
100736,Manasia,0.0,4.0
100754,Adancata,0.0,3.0
100781,Adunatii-Copaceni,20.0,13.0
100834,Afumati,38.0,4.0
100852,Alexeni,0.0,1.0
100870,Armasesti,0.0,2.0
100923,Axintele,0.0,1.0
100969,Balotesti,43.0,20.0
101001,Baneasa,0.0,6.0
101056,Barcanesti,0.0,2.0
101083,Belciugatele,0.0,5.0
101145,Berceni,1.0,4.0
101163,Bolintin-Deal,59.0,13.0
101190,Oras Bolintin-Vale,17.0,43.0
101243,Brazii,0.0,0.0
101298,Branesti,1.0,4.0
101341,Brezoaele,0.0,8.0
101378,Bucsani,9.0,2.0
101458,Oras Budesti,1.0,14.0
101519,Bulbucata,0.0,0.0
101564,Butimanu,0.0,1.0
101617,Buturugeni,1.0,3.0
101662,Calugareni,0.0,12.0
101724,Cascioarele,0.0,2.0
101742,Cernica,15.0,4.0
101804,Chirnogi,2.0,6.0
101822,Chiselet,3.0,1.0
101840,Ciocanesti,0.0,4.0
101902,Ciolpani,1.0,4.0
101957,Ciorogarla,1.0,4.0
101984,Clejani,5.0,2.0
102035,Clinceni,1.0,8.0
102071,Colibasi,0.0,4.0
102106,Comana,0.0,6.0
102160,Corbeanca,1.0,25.0
102213,Cornetu,1.0,4.0
102240,Cosereni,0.0,8.0
102286,Crevedia,0.0,7.0
102348,Crevedia Mare,0.0,6.0
102419,Curcani,3.0,7.0
102446,Daia,0.0,3.0
102473,Dascalu,1.0,0.0
102525,Darasti-Ilfov,1.0,0.0
102543,1 Decembrie,1.0,8.0
102570,Domnesti,4.0,6.0
102605,Dragomiresti-Vale,1.0,4.0
102641,Dragoesti,0.0,0.0
102703,Dridu,0.0,8.0
102749,Oras Fierbinti-Targ,0.0,7.0
102794,Floresti-Stoenesti,0.0,8.0
102838,Frasinet,0.0,1.0
102909,Fratesti,1.0,7.0
102945,Frumusani,0.0,3.0
103014,Fundeni,0.0,4.0
103032,Oras Fundulea,0.0,5.0
103087,Gaiseni,0.0,4.0
103130,Ganeasa,1.0,4.0
103194,Gaujani,0.0,2.0
103238,Ghimpati,6.0,5.0
103283,Garbovi,0.0,4.0
103309,Gogosari,1.0,2.0
103354,Gostinu,0.0,4.0
103372,Gostinari,5.0,1.0
103407,Gradinari,13.0,6.0
103443,Gradistea,1.0,4.0
103470,Greaca,1.0,2.0
103513,Gruiu,1.0,6.0
103568,Gurbanesti,0.0,1.0
103639,Hotarele,0.0,5.0
103693,Iepuresti,0.0,1.0
103764,Ileana,0.0,3.0
103862,Ion Roata,0.0,2.0
103899,Izvoarele,0.0,4.0
103960,Jilavele,0.0,5.0
103997,Joita,0.0,5.0
104047,Letca Noua,0.0,4.0
104083,Luica,0.0,1.0
104118,Mihai Bravu,0.0,2.0
104136,Oras Mihailesti,0.0,11.0
104181,Manastirea,2.0,4.0
104225,Marsa,0.0,1.0
104243,Moara Vlasiei,1.0,5.0
104270,Movilita,0.0,2.0
104323,Nana,0.0,2.0
104341,Nicolae Balcescu,0.0,2.0
104387,Niculesti,7.0,3.0
104421,Nuci,0.0,1.0
104485,Ogrezeni,0.0,6.0
104519,Oinacu,0.0,2.0
104546,Peris,7.0,8.0
104582,Petrachioaia,1.0,4.0
104635,Plataresti,10.0,4.0
104680,Prundu,0.0,4.0
104715,Putineiu,0.0,2.0
104751,Radovanu,2.0,3.0
104788,Rasuceni,0.0,0.0
104831,Roata De Jos,0.0,10.0
104886,Sarulesti,0.0,2.0
104975,Schitu,0.0,0.0
105026,Sinesti,0.0,1.0
105106,Singureni,5.0,3.0
105142,Slobozia Moara,0.0,1.0
105160,Snagov,1.0,4.0
105222,Sohatu,0.0,1.0
105259,Spantov,2.0,3.0
105295,Stanesti,0.0,2.0
105348,Stoenesti,0.0,4.0
105384,Soldanu,1.0,3.0
105419,Stefanestii De Jos,1.0,6.0
105455,Tamadau Mare,0.0,1.0
105534,Tartasesti,0.0,10.0
105570,Tunari,1.0,3.0
105605,Ulmeni,0.0,3.0
105623,Ulmi,0.0,13.0
105712,Valea Argovei,0.0,2.0
105776,Valea Dragului,0.0,4.0
105794,Valea Macrisului,0.0,2.0
105829,Vasilati,0.0,6.0
105874,Varasti,0.0,4.0
105909,Vedea,1.0,4.0
105936,Vidra,1.0,11.0
105972,Vanatorii Mici,37.0,1.0
106318,Municipiul Baia Mare,1424.0,788.0
106363,Grosi,0.0,4.0
106407,Recea,0.0,9.0
106461,Oras Tautii-Magheraus,0.0,13.0
106559,Municipiul Sighetu Marmatiei,562.0,165.0
106620,Sarasau,0.0,4.0
106648,Vadu Izei,0.0,2.0
106684,Oras Baia Sprie,3.0,52.0
106746,Oras Borsa,180.0,46.0
106782,Oras Cavnic,27.0,14.0
106817,Oras Targu Lapus,70.0,46.0
106979,Oras Viseu De Sus,148.0,75.0
107001,Ardusat,4.0,3.0
107047,Arinis,0.0,5.0
107083,Asuaju De Sus,0.0,1.0
107118,Baita De Sub Codru,0.0,3.0
107154,Baiut,1.0,2.0
107190,Basesti,0.0,2.0
107234,Bicaz,0.0,2.0
107270,Bistra,1.0,3.0
107314,Barsana,1.0,4.0
107350,Bocicoiu Mare,0.0,6.0
107403,Bogdan Voda,0.0,6.0
107430,Boiu Mare,0.0,1.0
107485,Botiza,1.0,3.0
107519,Budesti,1.0,6.0
107546,Calinesti,3.0,4.0
107582,Cernesti,0.0,5.0
107662,Cicarlau,0.0,5.0
107715,Campulung La Tisa,0.0,3.0
107733,Copalnic-Manastur,1.0,14.0
107868,Coroieni,1.0,2.0
107920,Cupseni,0.0,1.0
107975,Desesti,1.0,4.0
108017,Oras Dragomiresti,4.0,8.0
108035,Dumbravita,0.0,5.0
108106,Farcasa,0.0,11.0
108151,Giulesti,0.0,6.0
108204,Ieud,0.0,4.0
108222,Lapus,0.0,5.0
108240,Leordina,1.0,5.0
108268,Miresu Mare,0.0,7.0
108348,Moisei,0.0,14.0
108366,Oarta De Jos,0.0,1.0
108400,Ocna Sugatag,9.0,12.0
108455,Petrova,0.0,4.0
108473,Poienile De Sub Munte,22.0,14.0
108491,Remetea Chioarului,0.0,4.0
108552,Remeti,0.0,4.0
108598,Repedea,1.0,2.0
108614,Rona De Jos,0.0,6.0
108632,Rona De Sus,0.0,7.0
108669,Rozavlea,0.0,6.0
108696,Ruscova,1.0,5.0
108712,Satulung,6.0,8.0
108794,Sacalaseni,0.0,6.0
108874,Sacel,0.0,4.0
108892,Oras Salistea De Sus,0.0,10.0
108918,Salsig,6.0,4.0
108945,Sapanta,0.0,3.0
108963,Oras Seini,0.0,26.0
109005,Stramtura,1.0,9.0
109041,Suciu De Sus,0.0,7.0
109096,Sisesti,0.0,7.0
109176,Oras Somcuta Mare,1.0,25.0
109265,Oras Ulmeni,3.0,21.0
109354,Valea Chioarului,0.0,3.0
109425,Vima Mica,0.0,1.0
109504,Viseu De Jos,0.0,4.0
109773,Municipiul Drobeta-Turnu Severin,713.0,339.0
109826,Simian,11.0,10.0
109924,Oras Baia De Arama,41.0,6.0
110027,Obarsia-Closani,1.0,0.0
110063,Municipiul Orsova,68.0,14.0
110116,Oras Strehaia,19.0,13.0
110232,Oras Vanju Mare,10.0,7.0
110296,Bala,8.0,4.0
110456,Balta,1.0,0.0
110535,Balacita,3.0,2.0
110571,Bacles,10.0,2.0
110688,Balvanesti,1.0,1.0
110740,Breznita-Motru,1.0,1.0
110820,Breznita-Ocol,0.0,5.0
110875,Brosteni,1.0,4.0
110946,Burila Mare,2.0,4.0
111006,Butoiesti,0.0,4.0
111097,Cazanesti,1.0,2.0
111220,Ciresu,6.0,0.0
111275,Corcova,3.0,4.0
111417,Corlatel,1.0,2.0
111444,Cujmir,10.0,2.0
111480,Devesel,1.0,4.0
111550,Darvari,1.0,2.0
111587,Dumbrava,1.0,1.0
111685,Floresti,0.0,2.0
111783,Garla Mare,3.0,4.0
111818,Godeanu,1.0,0.0
111863,Gogosu,5.0,3.0
111916,Greci,0.0,1.0
111989,Grozesti,1.0,1.0
112030,Gruia,2.0,2.0
112076,Hinova,4.0,3.0
112129,Husnicioara,0.0,1.0
112245,Eselnita,1.0,3.0
112263,Ilovat,4.0,1.0
112334,Ilovita,0.0,0.0
112370,Isverna,1.0,1.0
112469,Izvoru Barzii,1.0,4.0
112548,Jiana,4.0,6.0
112600,Livezile,1.0,1.0
112664,Malovat,1.0,2.0
112744,Obarsia De Camp,1.0,1.0
112771,Oprisor,2.0,2.0
112806,Padina,1.0,0.0
112879,Patulele,5.0,4.0
112904,Dubova,1.0,2.0
112959,Podeni,1.0,0.0
112995,Ponoarele,1.0,1.0
113153,Poroina Mare,0.0,1.0
113206,Pristol,1.0,1.0
113233,Prunisor,1.0,3.0
113395,Punghina,7.0,1.0
113466,Rogova,1.0,1.0
113493,Salcia,0.0,4.0
113518,Stangaceaua,0.0,1.0
113607,Svinita,1.0,1.0
113625,Sisesti,3.0,2.0
113698,Sovarna,0.0,1.0
113732,Tamna,1.0,3.0
113849,Vanatori,2.0,2.0
113894,Vanjulet,13.0,1.0
113929,Vladaia,2.0,1.0
113974,Voloiac,2.0,1.0
114060,Branistea,1.0,0.0
114079,Vrata,2.0,0.0
114319,Municipiul Targu Mures,2443.0,474.0
114355,Cristesti,1.0,4.0
114382,Sancraiu De Mures,0.0,17.0
114417,Sangeorgiu De Mures,0.0,18.0
114453,Santana De Mures,0.0,5.0
114514,Municipiul Sighisoara,176.0,38.0
114603,Albesti,0.0,2.0
114710,Oras Ludus,129.0,14.0
114809,Municipiul Reghin,203.0,52.0
114854,Oras Sovata,16.0,8.0
114925,Municipiul Tarnaveni,218.0,18.0
114970,Acatari,4.0,4.0
115076,Adamus,0.0,3.0
115147,Alunis,0.0,2.0
115183,Apold,0.0,1.0
115236,Atintis,2.0,2.0
115307,Bahnea,1.0,2.0
115389,Band,1.0,3.0
115520,Batos,0.0,2.0
115575,Bagaciu,0.0,1.0
115600,Bala,1.0,0.0
115637,Balauseri,0.0,2.0
115708,Beica De Jos,0.0,2.0
115771,Bichis,2.0,0.0
115824,Bogata,0.0,1.0
115851,Breaza,0.0,1.0
115897,Brancovenesti,28.0,2.0
115959,Ceuasu De Campie,0.0,21.0
116046,Chetani,3.0,1.0
116126,Chiheru De Jos,0.0,0.0
116171,Coroisanmartin,0.0,1.0
116224,Cozma,1.0,0.0
116288,Craciunesti,0.0,4.0
116340,Craiesti,0.0,1.0
116395,Cucerdea,1.0,1.0
116439,Cuci,0.0,1.0
116493,Danes,0.0,5.0
116545,Deda,10.0,4.0
116590,Eremitu,7.0,5.0
116652,Ernei,1.0,4.0
116723,Faragau,2.0,1.0
116796,Fantanele,0.0,4.0
116867,Galesti,0.0,1.0
116938,Ganesti,0.0,3.0
116983,Gheorghe Doja,0.0,1.0
117042,Ghindari,0.0,1.0
117113,Glodeni,9.0,3.0
117177,Gornesti,5.0,6.0
117275,Grebenisu De Campie,1.0,1.0
117319,Gurghiu,2.0,2.0
117426,Hodac,2.0,1.0
117505,Hodosa,0.0,0.0
117550,Ibanesti,0.0,1.0
117667,Iclanzel,5.0,1.0
117783,Ideciu De Jos,5.0,1.0
117827,Oras Iernut,3.0,7.0
117925,Livezeni,0.0,3.0
117998,Lunca,7.0,1.0
118058,Lunca Bradului,0.0,1.0
118094,Magherani,0.0,3.0
118209,Mica,0.0,2.0
118281,Oras Miercurea Nirajului,2.0,5.0
118370,Mihesu De Campie,1.0,2.0
118469,Nades,0.0,1.0
118511,Neaua,0.0,1.0
118575,Ogra,1.0,3.0
118637,Papiu Ilarian,0.0,1.0
118691,Panet,0.0,3.0
118753,Pasareni,0.0,4.0
118799,Petelea,0.0,1.0
118824,Pogaceaua,2.0,1.0
118931,Rastolita,1.0,1.0
118995,Raciu,0.0,2.0
119153,Rusii-Munti,1.0,1.0
119206,Saschiz,2.0,3.0
119242,Oras Sarmasu,2.0,4.0
119331,Oras Sangeorgiu De Padure,19.0,4.0
119386,Sanger,0.0,1.0
119466,Sanpaul,0.0,5.0
119527,Sanpetru De Campie,1.0,3.0
119590,Solovastru,0.0,1.0
119625,Stanceni,1.0,1.0
119661,Suplac,1.0,1.0
119723,Suseni,2.0,1.0
119750,Saulia,0.0,1.0
119803,Sincai,0.0,1.0
119858,Taureni,0.0,0.0
119894,Oras Ungheni,0.0,4.0
119974,Valea Larga,1.0,2.0
120076,Vargata,1.0,2.0
120138,Vatava,1.0,1.0
120174,Vetca,0.0,1.0
120218,Viisoara,1.0,1.0
120254,Vanatori,0.0,3.0
120316,Voivodeni,0.0,1.0
120343,Zagar,0.0,0.0
120370,Zau De Campie,0.0,2.0
120478,Chibed,0.0,0.0
120487,Corunca,0.0,3.0
120496,Sarateni,0.0,1.0
120502,Madaras,0.0,0.0
120511,Bereni,0.0,0.0
120726,Municipiul Piatra-Neamt,1017.0,263.0
120771,Dumbrava Rosie,3.0,4.0
120824,Savinesti,2.0,1.0
120860,Municipiul Roman,620.0,341.0
120888,Cordun,4.0,4.0
120922,Horia,5.0,3.0
120968,Oras Bicaz,60.0,50.0
121055,Oras Targu Neamt,77.0,99.0
121108,Agapia,2.0,1.0
121153,Bahna,2.0,2.0
121242,Baltatesti,3.0,3.0
121297,Bicaz-Chei,1.0,40.0
121340,Bicazu Ardelean,3.0,2.0
121386,Bira,1.0,1.0
121466,Bargauani,2.0,12.0
121607,Bodesti,2.0,17.0
121652,Borca,7.0,3.0
121732,Borlesti,0.0,13.0
121796,Botesti,2.0,10.0
121876,Bozieni,2.0,1.0
121938,Brusturi,2.0,1.0
122025,Ceahlau,4.0,1.0
122061,Candesti,1.0,2.0
122132,Costisa,2.0,1.0
122187,Cracaoani,3.0,2.0
122249,Damuc,1.0,2.0
122285,Dobreni,1.0,2.0
122347,Doljesti,1.0,2.0
122392,Dragomiresti,2.0,1.0
122463,Dulcesti,3.0,12.0
122551,Farcasa,2.0,1.0
122613,Faurei,0.0,1.0
122668,Gheraesti,2.0,1.0
122702,Girov,2.0,1.0
122828,Garcina,3.0,3.0
122864,Grinties,2.0,1.0
122908,Grumazesti,1.0,2.0
122953,Hangu,2.0,1.0
123013,Icusesti,2.0,2.0
123102,Ion Creanga,3.0,2.0
123175,Margineni,1.0,2.0
123228,Moldoveni,1.0,2.0
123255,Oniceni,2.0,1.0
123371,Pastraveni,2.0,1.0
123424,Petricani,2.0,3.0
123479,Piatra Soimului,5.0,1.0
123521,Pipirig,7.0,1.0
123601,Pangarati,2.0,2.0
123674,Podoleni,2.0,1.0
123709,Poienari,1.0,1.0
123790,Poiana Teiului,2.0,3.0
123914,Raucesti,1.0,3.0
123969,Razboieni,2.0,16.0
124028,Rediu,3.0,1.0
124073,Romani,2.0,2.0
124117,Oras Roznov,39.0,3.0
124153,Sagna,3.0,2.0
124206,Sabaoani,6.0,3.0
124233,Secuieni,2.0,2.0
124331,Stanita,1.0,1.0
124411,Stefan Cel Mare,1.0,1.0
124493,Tarcau,1.0,1.0
124563,Tasca,1.0,2.0
124616,Tazlau,2.0,1.0
124634,Tamaseni,4.0,3.0
124661,Timisesti,0.0,2.0
124723,Trifesti,2.0,2.0
124750,Tupilati,2.0,1.0
124803,Tibucani,5.0,2.0
124849,Urecheni,1.0,2.0
124885,Valea Ursului,2.0,2.0
124938,Alexandru Cel Bun,72.0,13.0
125016,Vanatori-Neamt,3.0,8.0
125061,Zanesti,4.0,1.0
125098,Dochia,0.0,1.0
125105,Ruginoasa,1.0,1.0
125114,Ghindaoani,1.0,1.0
125123,Valeni,1.0,1.0
125132,Draganesti,1.0,1.0
125141,Pancesti,2.0,1.0
125150,Gadinti,2.0,1.0
125169,Negresti,1.0,1.0
125178,Boghicea,1.0,1.0
125347,Municipiul Slatina,1221.0,145.0
125374,Slatioara,2.0,2.0
125418,Oras Bals,117.0,21.0
125472,Municipiul Caracal,378.0,47.0
125490,Draghiceni,0.0,2.0
125542,Oras Corabia,114.0,18.0
125588,Garcov,1.0,2.0
125622,Oras Draganesti-Olt,10.0,8.0
125659,Babiciu,3.0,2.0
125677,Baldovinesti,0.0,2.0
125757,Barasti,0.0,1.0
125846,Barza,1.0,2.0
125873,Bobicesti,0.0,2.0
125962,Brastavatu,1.0,2.0
125999,Brebeni,1.0,1.0
126022,Brancoveni,2.0,2.0
126077,Bucinisu,0.0,2.0
126102,Cezieni,15.0,2.0
126148,Cilieni,1.0,2.0
126166,Carlogani,0.0,2.0
126228,Colonesti,1.0,3.0
126326,Corbu,1.0,3.0
126380,Coteana,1.0,2.0
126406,Crampoia,0.0,1.0
126433,Curtisoara,0.0,3.0
126503,Cungrea,1.0,3.0
126585,Daneasa,1.0,2.0
126647,Deveselu,2.0,4.0
126674,Dobretu,0.0,2.0
126718,Dobrosloveni,1.0,2.0
126772,Dobroteasa,0.0,1.0
126825,Dobrun,1.0,1.0
126905,Fagetelu,0.0,2.0
126978,Falcoiu,7.0,3.0
127019,Farcasele,0.0,2.0
127064,Ganeasa,1.0,3.0
127126,Giuvarasti,0.0,1.0
127144,Gostavatu,0.0,1.0
127171,Gradinari,3.0,1.0
127224,Grojdibodu,1.0,3.0
127251,Ianca,1.0,2.0
127288,Iancu Jianu,1.0,2.0
127322,Icoana,1.0,2.0
127368,Izbiceni,1.0,3.0
127386,Izvoarele,1.0,2.0
127411,Leleasca,0.0,1.0
127493,Maruntei,0.0,3.0
127536,Mihaesti,1.0,0.0
127563,Milcov,1.0,2.0
127625,Morunglav,1.0,3.0
127689,Movileni,1.0,2.0
127714,Nicolae Titulescu,0.0,1.0
127750,Obarsia,1.0,3.0
127812,Oboga,2.0,2.0
127858,Oporelu,1.0,1.0
127901,Optasi-Magura,1.0,0.0
127938,Orlea,1.0,2.0
127983,Osica De Sus,2.0,3.0
128052,Perieti,0.0,2.0
128105,Oras Piatra-Olt,4.0,4.0
128178,Parscoveni,1.0,2.0
128221,Plesoiu,2.0,2.0
128301,Poboru,0.0,2.0
128374,Oras Potcoava,2.0,3.0
128436,Priseaca,0.0,1.0
128472,Radomiresti,0.0,2.0
128524,Redea,0.0,3.0
128560,Rotunda,1.0,2.0
128588,Rusanesti,1.0,4.0
128613,Scarisoara,1.0,2.0
128659,Schitu,41.0,2.0
128711,Oras Scornicesti,40.0,7.0
128864,Seaca,1.0,2.0
128882,Samburesti,0.0,1.0
128962,Spineni,12.0,1.0
129040,Sprancenata,1.0,1.0
129095,Stoenesti,0.0,1.0
129111,Stoicanesti,1.0,1.0
129139,Strejesti,1.0,1.0
129184,Studina,0.0,2.0
129246,Serbanesti,1.0,2.0
129282,Stefan Cel Mare,1.0,1.0
129317,Tatulesti,0.0,1.0
129380,Teslui,1.0,2.0
129460,Tia Mare,1.0,1.0
129503,Topana,0.0,1.0
129567,Traian,1.0,2.0
129585,Tufeni,1.0,2.0
129629,Urzica,1.0,1.0
129656,Valea Mare,0.0,2.0
129718,Vadastra,0.0,1.0
129745,Vadastrita,1.0,2.0
129763,Valeni,1.0,1.0
129816,Verguleasa,0.0,2.0
129898,Visina,1.0,2.0
129914,Vitomiresti,1.0,1.0
129987,Valcele,1.0,1.0
130026,Vladila,1.0,3.0
130062,Voineasa,0.0,1.0
130124,Vulpeni,0.0,2.0
130231,Vulturesti,0.0,2.0
130286,Balteni,0.0,1.0
130295,Calui,0.0,1.0
130302,Gavanesti,0.0,1.0
130311,Ghimpeteni,1.0,2.0
130320,Gradinile,1.0,1.0
130339,Gura Padinii,1.0,1.0
130348,Ipotesti,0.0,2.0
130357,Osica De Jos,0.0,1.0
130366,Sarbii - Magura,1.0,1.0
130375,Visina Noua,1.0,1.0
130384,Soparlita,9.0,1.0
130534,Municipiul Ploiesti,1953.0,1012.0
130552,Barcanesti,0.0,8.0
130614,Berceni,0.0,5.0
130678,Blejoi,0.0,15.0
130712,Brazi,0.0,14.0
130785,Bucov,0.0,11.0
130847,Paulesti,0.0,22.0
130892,Targsoru Vechi,0.0,8.0
130954,Oras Azuga,52.0,18.0
130981,Oras Baicoi,58.0,28.0
131069,Oras Boldesti-Scaeni,13.0,27.0
131103,Oras Breaza,31.0,30.0
131210,Oras Busteni,33.0,26.0
131256,Municipiul Campina,444.0,160.0
131274,Poiana Campina,0.0,33.0
131336,Oras Comarnic,0.0,12.0
131407,Oras Mizil,44.0,27.0
131443,Oras Plopeni,5.0,63.0
131461,Dumbravesti,0.0,4.0
131540,Oras Sinaia,80.0,34.0
131577,Oras Slanic,1.0,14.0
131620,Oras Urlati,76.0,15.0
131817,Oras Valenii De Munte,107.0,51.0
131835,Gura Vitioarei,0.0,5.0
131899,Adunati,0.0,5.0
131933,Albesti-Paleologu,0.0,6.0
131988,Alunis,0.0,4.0
132011,Apostolache,0.0,4.0
132075,Aricestii Rahtivani,23.0,18.0
132137,Aricestii Zeletin,0.0,2.0
132164,Baba Ana,1.0,3.0
132226,Balta Doamnei,0.0,3.0
132271,Baltesti,0.0,3.0
132315,Banesti,0.0,8.0
132342,Bertea,0.0,3.0
132379,Boldesti-Gradistea,0.0,2.0
132404,Brebu,0.0,10.0
132459,Calugareni,0.0,1.0
132486,Carbunesti,0.0,1.0
132510,Ceptura,0.0,5.0
132574,Cerasu,0.0,4.0
132645,Chiojdeanca,0.0,1.0
132681,Ciorani,0.0,9.0
132716,Cocorastii Mislii,0.0,4.0
132752,Colceag,0.0,4.0
132805,Cornu,0.0,4.0
132841,Cosminele,0.0,0.0
132896,Drajna,34.0,9.0
133018,Draganesti,0.0,5.0
133090,Dumbrava,0.0,4.0
133161,Filipestii De Padure,0.0,17.0
133214,Filipestii De Targ,5.0,8.0
133278,Fantanele,2.0,4.0
133330,Floresti,48.0,8.0
133394,Fulga,0.0,5.0
133429,Gherghita,0.0,3.0
133508,Gorgota,0.0,9.0
133562,Gornet,0.0,5.0
133615,Gornet-Cricov,0.0,3.0
133688,Gura Vadului,0.0,1.0
133722,Iordacheanu,0.0,4.0
133795,Izvoarele,0.0,7.0
133866,Jugureni,0.0,1.0
133919,Lapos,0.0,1.0
133964,Lipanesti,0.0,3.0
134014,Magurele,0.0,5.0
134050,Magureni,0.0,10.0
134096,Maneciu,0.0,13.0
134194,Manesti,0.0,4.0
134336,Pacureti,0.0,1.0
134390,Plopu,0.0,3.0
134443,Podenii Noi,0.0,4.0
134559,Poienarii Burchii,4.0,4.0
134648,Posesti,0.0,2.0
134755,Predeal-Sarari,0.0,2.0
134853,Provita De Jos,0.0,3.0
134899,Provita De Sus,0.0,2.0
134942,Puchenii Mari,5.0,6.0
135020,Rafov,0.0,4.0
135128,Salcia,0.0,1.0
135146,Salciile,0.0,2.0
135164,Scorteni,14.0,5.0
135226,Secaria,0.0,3.0
135244,Sangeru,0.0,3.0
135315,Starchiojd,0.0,4.0
135404,Surani,0.0,3.0
135431,Sirna,0.0,3.0
135501,Soimari,0.0,3.0
135547,Sotrile,0.0,4.0
135618,Stefesti,0.0,2.0
135654,Talea,0.0,0.0
135681,Tataru,0.0,1.0
135725,Teisani,0.0,4.0
135789,Telega,0.0,5.0
135850,Tinosu,0.0,3.0
135896,Tomsani,0.0,5.0
135949,Valea Calugareasca,0.0,10.0
136107,Valea Doftanei,0.0,7.0
136134,Varbilau,0.0,7.0
136198,Valcanesti,0.0,2.0
136241,Cocorastii Colt,0.0,3.0
136250,Olari,0.0,1.0
136269,Vadu Sapat,0.0,1.0
136278,Batrani,0.0,2.0
136483,Municipiul Satu Mare,720.0,432.0
136526,Municipiul Carei,132.0,56.0
136553,Capleni,0.0,4.0
136599,Oras Negresti-Oas,115.0,36.0
136642,Oras Tasnad,24.0,22.0
136713,Acas,0.0,4.0
136768,Andrid,0.0,2.0
136802,Apa,0.0,2.0
136848,Oras Ardud,0.0,12.0
136919,Batarci,0.0,1.0
136964,Beltiug,0.0,0.0
137032,Berveni,0.0,2.0
137069,Bixad,11.0,6.0
137103,Barsau,0.0,0.0
137130,Bogdand,0.0,2.0
137185,Botiz,0.0,3.0
137229,Calinesti-Oas,0.0,6.0
137274,Camarzana,0.0,1.0
137292,Cauas,0.0,1.0
137363,Cehal,0.0,1.0
137407,Certeze,0.0,1.0
137443,Craidorolt,0.0,2.0
137504,Crucisor,0.0,1.0
137540,Culciu,0.0,3.0
137611,Doba,0.0,2.0
137675,Dorolt,0.0,4.0
137728,Foieni,3.0,2.0
137746,Gherta Mica,0.0,1.0
137764,Halmeu,0.0,7.0
137844,Hodod,0.0,2.0
137899,Homoroade,0.0,2.0
137960,Lazuri,1.0,4.0
138039,Oras Livada,5.0,9.0
138084,Mediesu Aurit,0.0,6.0
138164,Micula,0.0,4.0
138208,Moftin,0.0,2.0
138280,Odoreu,2.0,4.0
138351,Orasu Nou,0.0,5.0
138431,Paulesti,1.0,6.0
138501,Petresti,1.0,3.0
138538,Pir,0.0,1.0
138574,Piscolt,0.0,2.0
